20	628
476	505
61	367
61	732
367	732
180	739
62	321
85	476
85	505
476	505
497	504
142	333
152	350
52	165
52	619
165	619
320	644
416	643
176	232
75	169
379	381
397	573
379	381
56	490
64	320
64	644
320	644
179	525
179	601
525	601
57	180
57	739
180	739
301	323
301	485
323	485
83	281
243	528
243	687
528	687
153	212
240	457
244	563
51	124
142	333
142	544
333	544
344	536
344	620
536	620
52	165
52	619
165	619
74	95
311	615
599	608
157	416
157	643
416	643
176	232
40	234
332	354
59	447
59	737
447	737
145	592
52	165
27	119
372	413
40	234
185	261
185	484
261	484
273	509
273	712
509	712
62	321
62	728
321	728
311	615
27	119
27	341
119	341
25	423
332	354
157	416
157	643
416	643
263	429
20	628
357	696
397	573
397	717
573	717
185	484
40	234
599	608
59	447
59	737
447	737
397	573
27	119
599	608
525	601
626	658
25	423
319	416
319	643
416	643
379	381
525	601
143	610
143	688
610	688
57	180
57	739
180	739
69	584
52	165
454	516
236	623
80	575
80	690
575	690
25	423
229	260
76	153
76	212
153	212
415	722
454	516
172	396
243	528
243	687
528	687
185	484
525	601
62	321
106	384
387	480
387	499
480	499
142	333
142	544
333	544
106	384
3	683
27	119
27	348
119	348
372	413
344	536
344	620
536	620
3	683
497	504
153	170
153	212
170	212
142	333
240	457
180	739
320	644
74	95
74	238
95	238
31	455
31	521
455	521
176	232
502	604
626	658
25	423
25	423
432	597
20	628
31	521
525	601
525	646
601	646
176	232
74	95
56	426
56	490
426	490
83	281
61	367
61	605
61	732
367	605
367	732
605	732
80	690
40	234
599	608
263	429
311	600
311	615
600	615
31	455
31	521
455	521
61	367
61	605
367	605
62	321
75	169
142	333
387	499
151	671
152	350
30	83
30	281
83	281
151	671
75	169
344	536
344	620
536	620
142	333
142	544
333	544
263	429
454	516
185	484
261	713
145	592
40	234
415	722
106	193
106	384
193	384
20	78
20	628
78	628
150	570
142	333
144	522
75	169
69	584
74	95
31	521
332	354
144	522
144	624
522	624
229	260
387	499
69	584
210	603
210	638
603	638
143	688
626	658
59	447
173	240
173	457
240	457
476	505
320	644
143	688
285	417
56	490
379	381
379	389
381	389
285	417
243	528
243	687
528	687
372	413
61	367
61	732
367	732
416	643
497	504
332	354
224	372
224	413
372	413
416	643
87	415
87	722
415	722
387	499
319	416
319	643
416	643
150	570
603	638
4	382
599	608
27	119
151	671
332	354
332	581
354	581
27	119
387	499
106	384
62	321
62	728
321	728
31	521
69	584
229	260
59	447
143	610
143	688
610	688
144	522
280	454
280	516
454	516
153	212
397	573
415	722
14	550
244	563
150	570
69	584
599	608
415	722
80	690
25	423
25	432
25	597
423	432
423	597
432	597
3	683
339	579
323	485
4	123
4	302
4	382
123	302
123	382
302	382
251	285
251	417
285	417
4	382
497	504
244	563
244	612
563	612
240	457
229	260
415	722
3	683
142	333
285	417
80	690
31	521
210	603
210	638
603	638
52	165
52	619
165	619
74	95
74	590
95	590
372	413
20	628
603	638
143	688
74	95
320	644
397	404
397	573
404	573
80	690
4	382
76	153
76	212
153	212
25	423
25	432
423	432
144	522
599	608
236	623
152	350
502	604
603	638
701	745
144	522
150	570
71	451
20	628
244	563
176	232
28	626
28	658
626	658
87	415
87	722
415	722
151	671
71	451
62	321
153	212
229	260
106	384
71	451
244	245
244	563
245	563
236	623
317	701
317	745
701	745
415	722
106	193
106	384
193	384
51	124
701	745
40	234
172	396
240	457
69	584
603	638
31	521
51	124
31	521
62	321
599	608
176	232
143	688
243	528
176	232
52	165
172	396
40	234
56	426
56	490
426	490
397	573
40	234
152	350
243	412
243	528
412	528
285	417
626	658
263	429
87	415
87	722
415	722
525	601
25	423
497	504
255	323
255	485
323	485
176	232
74	95
74	238
95	238
701	745
626	658
344	536
240	457
240	711
457	711
599	608
497	504
69	456
69	584
456	584
69	584
75	169
14	550
379	381
285	417
25	423
25	432
423	432
150	570
415	722
59	447
4	382
236	623
151	671
56	490
151	671
14	550
14	613
550	613
454	516
344	536
344	620
536	620
51	124
51	625
124	625
344	536
